"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Number of Patients - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Footnote - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Hospital 30-Day Readmission Rates from Heart Attack","Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Attack","Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack","Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack","Number of Patients - Hospital 30-Day Readmission Rates from Heart Attack","Footnote - Hospital 30-Day Readmission Rates from Heart Attack","Hospital 30-Day Readmission Rates from Heart Failure","Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Failure","Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure","Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure","Number of Patients - Hospital 30-Day Readmission Rates from Heart Failure","Footnote - Hospital 30-Day Readmission Rates from Heart Failure","Hospital 30-Day Readmission Rates from Pneumonia","Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Pneumonia","Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia","Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia","Number of Patients - Hospital 30-Day Readmission Rates from Pneumonia","Footnote - Hospital 30-Day Readmission Rates from Pneumonia"
"320065","LEA REGIONAL MEDICAL CENTER","5419 N LOVINGTON HIGHWAY","","","HOBBS","NM","88240","LEA","5754925000","16.6","No Different than U.S. National Rate","12.3","22.3","26","","12.2","No Different than U.S. National Rate","8.7","17.1","74","","12.4","No Different than U.S. National Rate","9.1","16.7","64","","Not Available","Number of Cases Too Small","Not Available","Not Available","13","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","26.6","No Different than U.S. National Rate","21.9","31.8","98","","17.3","No Different than U.S. National Rate","13.5","21.9","66",""
"320067","GUADALUPE COUNTY HOSPITAL","117 CAMINO DE VIDA","","","SANTA ROSA","NM","88435","GUADALUPE","5754723417","Not Available","Number of Cases Too Small","Not Available","Not Available","6","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","16","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","21","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","3","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","21","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","22","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing"
"320070","DHHS USPHS INDIAN HEALTH SERVICES","EXIT #102 OFF I-40 1/2 MILE SOUTH","","","SAN FIDEL","NM","87049","CIBOLA","5055525300","Not Available","Number of Cases Too Small","Not Available","Not Available","1","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","7","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","20","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","1","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","11","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","20","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing"
"320074","LOVELACE WESTSIDE HOSPITAL","10501 GOLF COURSE ROAD NW","","","ALBUQUERQUE","NM","87124","SANDOVAL","5057272001","Not Available","Number of Cases Too Small","Not Available","Not Available","4","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","11.4","No Different than U.S. National Rate","8.0","16.2","29","","9.5","No Different than U.S. National Rate","6.6","13.6","86","","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","24.4","No Different than U.S. National Rate","19.8","29.7","36","","16.8","No Different than U.S. National Rate","13.3","21.4","98",""
"320084","ROOSEVELT GENERAL HOSPITAL","42121 US HIGHWAY 70","","","PORTALES","NM","88130","ROOSEVELT","5753563412","Not Available","Number of Cases Too Small","Not Available","Not Available","8","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","14.6","No Different than U.S. National Rate","10.3","19.9","48","","13.7","No Different than U.S. National Rate","10.1","18.1","129","","Not Available","Number of Cases Too Small","Not Available","Not Available","10","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","25.8","No Different than U.S. National Rate","20.9","31.5","70","","18.6","No Different than U.S. National Rate","15.0","22.9","151",""
"320085","MOUNTAIN VIEW REGIONAL MEDICAL CENTER","4311 EAST LOHMAN AVENUE","","","LAS CRUCES","NM","88011","DONA ANA","5755567600","19.0","No Different than U.S. National Rate","15.3","23.0","263","","15.0","No Different than U.S. National Rate","11.6","19.0","203","","14.6","No Different than U.S. National Rate","11.8","18.0","321","","19.6","No Different than U.S. National Rate","16.6","23.2","321","","25.0","No Different than U.S. National Rate","21.3","29.3","235","","19.5","No Different than U.S. National Rate","16.5","23.1","326",""
"320086","LOVELACE REGIONAL HOSPITAL - ROSWELL","117 EAST 19TH STREET","","","ROSWELL","NM","88201","CHAVES","5756277000","Not Available","Number of Cases Too Small","Not Available","Not Available","15","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","9.1","No Different than U.S. National Rate","6.4","12.7","119","","13.2","No Different than U.S. National Rate","9.2","18.2","64","","Not Available","Number of Cases Too Small","Not Available","Not Available","4","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","24.1","No Different than U.S. National Rate","19.8","29.3","129","","18.3","No Different than U.S. National Rate","14.2","23.1","70",""
"321300","SIERRA VISTA HOSPITAL","800 E NINTH AVENUE","","","T OR C","NM","87901","SIERRA","5758942111","Not Available","Number of Cases Too Small","Not Available","Not Available","1","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","13.0","No Different than U.S. National Rate","9.2","18.2","31","","13.1","No Different than U.S. National Rate","9.0","18.5","70","","Not Available","Number of Cases Too Small","Not Available","Not Available","1","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","24.3","No Different than U.S. National Rate","19.4","29.7","28","","18.7","No Different than U.S. National Rate","14.8","23.7","75",""
"321301","SOCORRO GENERAL HOSPITAL","1202 HIGHWAY 60 WEST","","","SOCORRO","NM","87801","SOCORRO","5758351140","Not Available","Number of Cases Too Small","Not Available","Not Available","4","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","10.6","No Different than U.S. National Rate","7.3","14.9","39","","13.6","No Different than U.S. National Rate","9.7","18.8","60","","Not Available","Number of Cases Too Small","Not Available","Not Available","3","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","25.1","No Different than U.S. National Rate","20.4","30.9","51","","16.4","No Different than U.S. National Rate","12.7","20.8","60",""
"321302","DR DAN C TRIGG MEMORIAL HOSPITAL","301 EAST MIEL DE LUNA AVENUE","","","TUCUMCARI","NM","88401","QUAY","5754617007","Not Available","Number of Cases Too Small","Not Available","Not Available","3","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","19","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","13.0","No Different than U.S. National Rate","9.2","18.0","52","","Not Available","Number of Cases Too Small","Not Available","Not Available","2","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","22","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","17.0","No Different than U.S. National Rate","13.3","22.0","51",""
"321304","UNION COUNTY GENERAL HOSPITAL","300 WILSON STREET","","","CLAYTON","NM","88415","UNION","5753742585","Not Available","Number of Cases Too Small","Not Available","Not Available","1","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","21","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","12.1","No Different than U.S. National Rate","8.3","17.1","34","","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","22","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","18.9","No Different than U.S. National Rate","14.5","24.4","35",""
"321305","NOR LEA GENERAL HOSPITAL","1600 NORTH MAIN","","","LOVINGTON","NM","88260","LEA","5753966611","Not Available","Number of Cases Too Small","Not Available","Not Available","2","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","10.8","No Different than U.S. National Rate","7.3","15.3","37","","12.0","No Different than U.S. National Rate","8.4","16.8","121","","Not Available","Number of Cases Too Small","Not Available","Not Available","1","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","23.7","No Different than U.S. National Rate","19.1","28.9","52","","17.0","No Different than U.S. National Rate","13.2","21.5","122",""
"321306","LINCOLN COUNTY MEDICAL CENTER","211 SUDDERTH DRIVE","","","RUIDOSO","NM","88345","LINCOLN","5752578250","Not Available","Number of Cases Too Small","Not Available","Not Available","4","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","11.4","No Different than U.S. National Rate","7.9","16.3","46","","14.2","No Different than U.S. National Rate","10.0","19.8","72","","Not Available","Number of Cases Too Small","Not Available","Not Available","3","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","24.4","No Different than U.S. National Rate","19.9","29.7","51","","17.6","No Different than U.S. National Rate","13.6","22.4","59",""
"321307","MINERS' COLFAX MEDICAL CENTER","203 HOSPITAL DRIVE","","","RATON","NM","87740","COLFAX","5754453661","16.4","No Different than U.S. National Rate","12.5","20.6","25","","9.8","No Different than U.S. National Rate","6.8","13.9","50","","11.1","No Different than U.S. National Rate","7.8","15.4","88","","Not Available","Number of Cases Too Small","Not Available","Not Available","15","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","24.5","No Different than U.S. National Rate","20.1","29.8","60","","17.8","No Different than U.S. National Rate","14.1","22.6","88",""
"321308","CIBOLA GENERAL HOSPITAL","1016 ROOSEVELT AVENUE","","","GRANTS","NM","87020","CIBOLA","5052874446","Not Available","Number of Cases Too Small","Not Available","Not Available","4","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","13.4","No Different than U.S. National Rate","9.2","19.2","32","","13.6","No Different than U.S. National Rate","9.4","18.8","59","","Not Available","Number of Cases Too Small","Not Available","Not Available","3","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","24.1","No Different than U.S. National Rate","19.3","29.6","35","","17.0","No Different than U.S. National Rate","13.3","21.8","60",""
"330002","PENINSULA HOSPITAL CENTER","51-15 BEACH CHANNEL DRIVE","","","FAR ROCKAWAY","NY","11691","QUEENS","7187342000","14.5","No Different than U.S. National Rate","10.9","18.8","25","","12.4","No Different than U.S. National Rate","9.3","16.3","146","","10.3","No Different than U.S. National Rate","7.8","13.5","184","","Not Available","Number of Cases Too Small","Not Available","Not Available","15","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","22.6","No Different than U.S. National Rate","19.1","26.8","163","","19.5","No Different than U.S. National Rate","16.0","23.4","178",""
"330003","ALBANY MEMORIAL HOSPITAL","600 NORTHERN BOULEVARD","","","ALBANY","NY","12204","ALBANY","5184713221","16.8","No Different than U.S. National Rate","12.8","21.8","58","","15.4","Worse than U.S. National Rate","12.3","19.4","220","","12.5","No Different than U.S. National Rate","9.9","15.6","286","","20.6","No Different than U.S. National Rate","16.5","25.6","41","","25.9","No Different than U.S. National Rate","22.2","30.3","239","","19.2","No Different than U.S. National Rate","16.0","22.8","292",""
"330004","KINGSTON HOSPITAL","396 BROADWAY","","","KINGSTON","NY","12401","ULSTER","9143313131","15.4","No Different than U.S. National Rate","12.3","18.9","166","","12.9","No Different than U.S. National Rate","10.4","15.9","370","","12.2","No Different than U.S. National Rate","9.8","15.1","369","","21.9","No Different than U.S. National Rate","18.0","26.1","117","","25.2","No Different than U.S. National Rate","22.0","28.8","423","","21.3","No Different than U.S. National Rate","18.2","24.7","362",""
"330005","KALEIDA HEALTH","726 EXCHANGE STREET, SUITE 522","","","BUFFALO","NY","14210","ERIE","7168598620","14.0","No Different than U.S. National Rate","11.9","16.3","685","","11.9","No Different than U.S. National Rate","10.2","13.8","1069","","12.5","No Different than U.S. National Rate","10.7","14.6","806","","22.6","Worse than U.S. National Rate","20.1","25.1","753","","26.2","No Different than U.S. National Rate","24.0","28.5","1297","","17.0","No Different than U.S. National Rate","14.9","19.4","815",""
"330006","ST JOSEPH'S MEDICAL CENTER","127 SOUTH BROADWAY","","","YONKERS","NY","10701","WESTCHESTER","9143787000","14.2","No Different than U.S. National Rate","10.9","18.1","62","","10.9","No Different than U.S. National Rate","8.4","14.3","210","","10.9","No Different than U.S. National Rate","8.5","13.9","205","","20.0","No Different than U.S. National Rate","15.7","24.8","41","","28.1","No Different than U.S. National Rate","23.9","32.2","225","","19.8","No Different than U.S. National Rate","16.6","23.3","209",""
"330008","WYOMING COUNTY COMMUNITY HOSPITAL","400 NORTH MAIN STREET","","","WARSAW","NY","14569","WYOMING","5857862233","15.5","No Different than U.S. National Rate","11.7","20.1","25","","11.5","No Different than U.S. National Rate","8.3","15.6","74","","14.0","No Different than U.S. National Rate","10.5","18.3","114","","Not Available","Number of Cases Too Small","Not Available","Not Available","18","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","24.4","No Different than U.S. National Rate","20.3","29.2","90","","18.5","No Different than U.S. National Rate","14.9","23.0","109",""
"330009","BRONX-LEBANON HOSPITAL CENTER","1276 FULTON AVENUE","","","BRONX","NY","10456","BRONX","2125887000","14.7","No Different than U.S. National Rate","11.3","19.0","60","","10.3","No Different than U.S. National Rate","7.7","13.5","164","","10.5","No Different than U.S. National Rate","7.6","14.2","134","","20.7","No Different than U.S. National Rate","16.8","25.2","42","","27.3","No Different than U.S. National Rate","23.3","31.7","182","","24.8","Worse than U.S. National Rate","20.2","29.8","133",""
