"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County","Phone Number","Hospital Type","Hospital Ownership","Emergency Services"
"300001","CONCORD HOSPITAL","250 PLEASANT ST","","","CONCORD","NH","03301","MERRIMACK","6032252711","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"300003","MARY HITCHCOCK MEMORIAL HOSPITAL","1 MEDICAL CENTER DRIVE","","","LEBANON","NH","03756","GRAFTON","6036505000","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"300005","LAKES REGION GENERAL HOSPITAL","80 HIGHLAND ST","","","LACONIA","NH","03246","BELKNAP","6035243211","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"300011","ST JOSEPH HOSPITAL","172 KINSLEY ST","","","NASHUA","NH","03060","HILLSBOROUGH","6038823000","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"300012","ELLIOT HOSPITAL","1 ELLIOT WAY","","","MANCHESTER","NH","03103","HILLSBOROUGH","6036695300","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"300014","FRISBIE MEMORIAL HOSPITAL","11 WHITEHALL ROAD","","","ROCHESTER","NH","03867","STRAFFORD","6033325211","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"300017","PARKLAND MEDICAL CENTER","1 PARKLAND DRIVE","","","DERRY","NH","03038","ROCKINGHAM","6034212100","Acute Care Hospitals","Proprietary","Yes"
"300018","WENTWORTH-DOUGLASS HOSPITAL","789 CENTRAL AVE","","","DOVER","NH","03820","STRAFFORD","6037402580","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"300019","CHESHIRE MEDICAL CENTER","580 COURT STREET","","","KEENE","NH","03431","CHESHIRE","6033545400","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"300020","SOUTHERN NH MEDICAL CENTER","8 PROSPECT STREET","","","NASHUA","NH","03060","HILLSBOROUGH","6035772000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"300023","EXETER HOSPITAL INC","5 ALUMNI DRIVE","","","EXETER","NH","03833","ROCKINGHAM","6037787311","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"300029","PORTSMOUTH REGIONAL HOSPITAL","333 BORTHWICK AVE","","","PORTSMOUTH","NH","03801","ROCKINGHAM","6034365110","Acute Care Hospitals","Proprietary","Yes"
"300034","CATHOLIC MEDICAL CENTER","100 MCGREGOR STREET","","","MANCHESTER","NH","03102","HILLSBOROUGH","6036683545","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"301300","UPPER CONNECTICUT VALLEY HOSPITAL","181 CORLISS LANE","","","COLEBROOK","NH","03576","COOS","6032374971","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"301301","COTTAGE HOSPITAL","90 SWIFTWATER RD","","","WOODSVILLE","NH","03785","GRAFTON","6037479000","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"301302","LITTLETON REGIONAL HOSPITAL","600 ST JOHNSBURY ROAD","","","LITTLETON","NH","03561","GRAFTON","6034449000","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"301303","WEEKS MEDICAL CENTER","173 MIDDLE STREET","","","LANCASTER","NH","03584","COOS","6037884911","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"301304","NEW LONDON HOSPITAL","273 COUNTY ROAD","","","NEW LONDON","NH","03257","MERRIMACK","6035262911","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"301305","ALICE PECK DAY MEMORIAL HOSPITAL","125 MASCOMA ST","","","LEBANON","NH","03766","GRAFTON","6034483121","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"301306","FRANKLIN REGIONAL HOSPITAL","15 AIKEN AVENUE","","","FRANKLIN","NH","03235","MERRIMACK","6039342060","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"301307","MEMORIAL HOSPITAL, THE","3073 WHITE MOUNTAIN HIGHWAY","","","NORTH CONWAY","NH","03860","CARROLL","6033565461","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"301308","VALLEY REGIONAL HOSPITAL","243 ELM STREET","","","CLAREMONT","NH","03743","SULLIVAN","6035427771","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"301309","MONADNOCK COMMUNITY HOSPITAL","452 OLD STREET ROAD","","","PETERBOROUGH","NH","03458","HILLSBOROUGH","6039247191","Critical Access Hospitals","Proprietary","Yes"
"301310","ANDROSCOGGIN VALLEY HOSPITAL","59 PAGE HILL ROAD","","","BERLIN","NH","03570","COOS","6037522200","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"301311","SPEARE MEMORIAL HOSPITAL","16 HOSPITAL ROAD","","","PLYMOUTH","NH","03264","GRAFTON","6035361120","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"301312","HUGGINS HOSPITAL","240 SOUTH MAIN STREET","","","WOLFEBORO","NH","03894","CARROLL","6035697500","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"310001","HACKENSACK UNIVERSITY MEDICAL CENTER","30 PROSPECT AVE","","","HACKENSACK","NJ","07601","BERGEN","2019962000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310002","NEWARK BETH ISRAEL MEDICAL CENTER","201 LYONS AVE","","","NEWARK","NJ","07112","ESSEX","9739267850","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310003","PALISADES MEDICAL CTR-NY PRESBYTERIAN HEALTHCARE S","7600 RIVER RD","","","NORTH BERGEN","NJ","07047","HUDSON","2018545000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310005","HUNTERDON MEDICAL CENTER","2100 WESCOTT DRIVE","","","FLEMINGTON","NJ","08822","HUNTERDON","9087886100","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310006","ST MARY'S HOSPITAL, PASSAIC","350 BOULEVARD","","","PASSAIC","NJ","07055","PASSAIC","9733654300","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"310008","HOLY NAME MEDICAL CENTER","718 TEANECK RD","","","TEANECK","NJ","07666","BERGEN","2018333000","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"310009","CLARA MAASS MEDICAL CENTER","ONE CLARA MAAS DRIVE","","","BELLEVILLE","NJ","07109","ESSEX","9734502002","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310010","UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO","ONE-FIVE PLAINSBORO ROAD","","","PLAINSBORO","NJ","08536","MIDDLESEX","8664604776","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310011","CAPE REGIONAL MEDICAL CENTER INC","TWO STONE HARBOR BLVD","","","CAPE MAY COURT HOUSE","NJ","08210","CAPE MAY","6094632000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310012","VALLEY HOSPITAL","223 N VAN DIEN AVENUE","","","RIDGEWOOD","NJ","07450","BERGEN","2014478000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310014","COOPER UNIVERSITY HOSPITAL","1 COOPER PLAZA","","","CAMDEN","NJ","08103","CAMDEN","8563422000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310015","MORRISTOWN MEMORIAL HOSPITAL","100 MADISON AVE","","","MORRISTOWN","NJ","07962","MORRIS","9739715450","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310016","CHRIST HOSPITAL","176 PALISADE AVE","","","JERSEY CITY","NJ","07306","HUDSON","2017958200","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"310017","CHILTON HOSPITAL","97 WEST PARKWAY","","","POMPTON PLAINS","NJ","07444","MORRIS","9738315000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310019","ST JOSEPH'S REGIONAL MEDICAL CENTER","703 MAIN ST","","","PATERSON","NJ","07503","PASSAIC","9737542000","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","","","EAST ORANGE                   ","NJ","07018","ESSEX","9736761000","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","Yes"
"310021","ST FRANCIS MEDICAL CENTER","601 HAMILTON AVE","","","TRENTON","NJ","08629","MERCER","6095995000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310022","VIRTUA WEST JERSEY HOSPITALS BERLIN","WHITEHORSE PIKE AND TOWNSEND AVENUE","","","BERLIN","NJ","08009","CAMDEN","8563223200","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310024","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY","865 STONE ST","","","RAHWAY","NJ","07065","UNION","7323814200","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310025","BAYONNE HOSPITAL CENTER","29 EAST 29TH ST","","","BAYONNE","NJ","07002","HUDSON","2018585000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310027","TRINITAS REGIONAL MEDICAL CENTER","225 WILLIAMSON STREET","","","ELIZABETH","NJ","07207","UNION","9089945000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310028","NEWTON MEMORIAL HOSPITAL","175 HIGH ST","","","NEWTON","NJ","07860","SUSSEX","9733832121","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310029","OUR LADY OF LOURDES MEDICAL CENTER","1600 HADDON AVENUE","","","CAMDEN","NJ","08103","CAMDEN","8567573500","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310031","DEBORAH HEART AND LUNG CENTER","200 TRENTON ROAD","","","BROWNS MILLS","NJ","08015","BURLINGTON","6098936611","Acute Care Hospitals","Voluntary non-profit - Private","No"
"310032","SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER","1505 W SHERMAN AVE","","","VINELAND","NJ","08360","CUMBERLAND","8566418000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310034","RIVERVIEW MEDICAL CENTER","ONE RIVERVIEW PLAZA","","","RED BANK","NJ","07701","MONMOUTH","7327412700","Acute Care Hospitals","Proprietary","Yes"
"310038","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL","ONE ROBERT WOOD JOHNSON PL","","","NEW BRUNSWICK","NJ","08901","MIDDLESEX","7329378900","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310039","RARITAN BAY MEDICAL CENTER","530 NEW BRUNSWICK AVE","","","PERTH AMBOY","NJ","08861","MIDDLESEX","7324423700","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310040","HOBOKEN UNIVERSITY MEDICAL CENTER","308 WILLOW AVE","","","HOBOKEN","NJ","07030","HUDSON","2014181004","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"310041","COMMUNITY MEDICAL CENTER","99 RT 37 WEST","","","TOMS RIVER","NJ","08755","OCEAN","7325578000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310044","CAPITAL HEALTH MEDICAL CENTER - HOPEWELL","ONE CAPITAL WAY","","","PENNINGTON","NJ","08534","MERCER","6093034000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310045","ENGLEWOOD HOSPITAL AND MEDICAL CENTER","350 ENGLE ST","","","ENGLEWOOD","NJ","07631","BERGEN","2018943000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310047","SHORE MEDICAL CENTER","1 EAST NEW YORK AVE","","","SOMERS POINT","NJ","08244","ATLANTIC","6096533545","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310048","SOMERSET MEDICAL CENTER","110 REHILL AVE","","","SOMERVILLE","NJ","08876","SOMERSET","9086852200","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310050","SAINT CLARE'S HOSPITAL","25 POCONO ROAD","","","DENVILLE","NJ","07834","MORRIS","9736256000","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"310051","OVERLOOK HOSPITAL","99 BEAUVIOR AVE","","","SUMMIT","NJ","07902","UNION","9085222000","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"310052","OCEAN MEDICAL CENTER","425 JACK MARTIN BLVD","","","BRICK","NJ","08724","OCEAN","7328402200","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"310054","MOUNTAINSIDE HOSPITAL","BAY AND HIGHLAND AVE","","","MONTCLAIR","NJ","07042","ESSEX","9734296000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310057","VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY","175 MADISON AVE","","","MOUNT HOLLY","NJ","08060","BURLINGTON","6099146200","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310058","BERGEN REGIONAL MEDICAL CENTER","230 EAST RIDGEWOOD AVE","","","PARAMUS","NJ","07652","BERGEN","2019674000","Acute Care Hospitals","Government - Local","Yes"
"310060","ST LUKE'S WARREN HOSPITAL","185 ROSEBERRY ST","","","PHILLIPSBURG","NJ","08865","WARREN","9088596700","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"310061","LOURDES MEDICAL CENTER OF BURLINGTON COUNTY","218A SUNSET ROAD","","","WILLINGBORO","NJ","08046","BURLINGTON","6098352900","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310064","ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV","1925 PACIFIC AVE","","","ATLANTIC CITY","NJ","08401","ATLANTIC","6094418020","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"310069","SOUTH JERSEY HEALTHCARE-ELMER HOSPITAL","501 WEST FRONT STREET","","","ELMER","NJ","08318","SALEM","8563631000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310070","SAINT PETER'S UNIVERSITY HOSPITAL","254 EASTON AVE","","","NEW BRUNSWICK","NJ","08901","MIDDLESEX","7327458600","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"310073","JERSEY SHORE UNIVERSITY MEDICAL CENTER","1945 RTE 33","","","NEPTUNE","NJ","07754","MONMOUTH","7327755500","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310074","LIBERTYHEALTH-JERSEY CITY MEDICAL CENTER CAMPUS","355 GRAND STREET","","","JERSEY CITY","NJ","07302","HUDSON","2019152000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310075","MONMOUTH MEDICAL CENTER","300 SECOND AVENUE","","","LONG BRANCH","NJ","07740","MONMOUTH","7322225200","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310076","SAINT BARNABAS MEDICAL CENTER","94 OLD SHORT HILLS ROAD","","","LIVINGSTON","NJ","07039","ESSEX","9733225000","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"310081","UNDERWOOD - MEMORIAL HOSPITAL","509 N BROAD ST","","","WOODBURY","NJ","08096","GLOUCESTER","8568450100","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310083","EAST ORANGE GENERAL HOSPITAL","300 CENTRAL AVE","","","EAST ORANGE","NJ","07018","ESSEX","9732664401","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310084","KIMBALL MEDICAL CENTER","600 RIVER AVE","","","LAKEWOOD","NJ","08701","OCEAN","7323631900","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310086","KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV","18 EAST LAUREL ROAD","","","STRATFORD","NJ","08084","CAMDEN","8563466000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310091","MEMORIAL HOSPITAL OF SALEM COUNTY","310 WOODSTOWN ROAD","","","SALEM","NJ","08079","SALEM","8569351000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310092","CAPITAL HEALTH SYSTEM-FULD CAMPUS","750 BRUNSWICK AVE","","","TRENTON","NJ","08638","MERCER","6093946000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310096","SAINT MICHAEL'S MEDICAL CENTER, INC","111 CENTRAL AVENUE","","","NEWARK","NJ","07102","ESSEX","9738775350","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310108","JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY","65 JAMES STREET","","","EDISON","NJ","08818","MIDDLESEX","7323217000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310110","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON","ONE HAMILTON HEALTH PLACE","","","HAMILTON","NJ","08690","MERCER","6095867900","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310111","CENTRASTATE MEDICAL CENTER","901 WEST MAIN STREET","","","FREEHOLD","NJ","07728","MONMOUTH","7324312000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310112","BAYSHORE COMMUNITY HOSPITAL","727 N BEERS ST","","","HOLMDEL","NJ","07733","MONMOUTH","7327395900","Acute Care Hospitals","Proprietary","Yes"
"310113","SOUTHERN OCEAN MEDICAL CENTER","1140 RT 72 W","","","MANAHAWKIN","NJ","08050","OCEAN","6095976011","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310115","HACKETTSTOWN REGIONAL MEDICAL CENTER","651 WILLOW GROVE ST","","","HACKETTSTOWN","NJ","07840","WARREN","9088525100","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"310118","MEADOWLANDS HOSPITAL MEDICAL CENTER","55 MEADOWLANDS PKWY","","","SECAUCUS","NJ","07094","HUDSON","2013923100","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"310119","UMDNJ UNIVERSITY HOSPITAL","150 BERGEN ST","","","NEWARK","NJ","07103","ESSEX","9739725658","Acute Care Hospitals","Government - State","Yes"
"310120","SAINT CLARE'S HOSPITAL/SUSSEX","20 WALNUT ST","","","SUSSEX","NJ","07461","SUSSEX","9737022200","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"320001","UNM HOSPITAL","2211 LOMAS BOULEVARD NE","","","ALBUQUERQUE","NM","87106","BERNALILLO","5052722111","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"320002","ST VINCENT HOSPITAL","455 ST MICHAEL'S DRIVE","","","SANTA FE","NM","87505","SANTA FE","5059833361","Acute Care Hospitals","Proprietary","Yes"
"320003","ALTA VISTA REGIONAL HOSPITAL","104 LEGION AVE","","","LAS VEGAS","NM","87701","SAN MIGUEL","5054263930","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"320004","GERALD CHAMPION REGIONAL MEDICAL CENTE","2669 NORTH SCENIC DRIVE","","","ALAMOGORDO","NM","88310","OTERO","5754396100","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"320005","SAN JUAN REGIONAL MEDICAL CENTER","801 WEST MAPLE STREET","","","FARMINGTON","NM","87401","SAN JUAN","5056092000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"320006","EASTERN NEW MEXICO MEDICAL CENTER","405 W COUNTRY CLUB RD","","","ROSWELL","NM","88201","CHAVES","5756248722","Acute Care Hospitals","Proprietary","Yes"
"320009","LOVELACE MEDICAL CENTER","601 DR MARTIN LUTHER KING JR AVE NE","","","ALBUQUERQUE","NM","87102","BERNALILLO","5057278000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"320011","ESPANOLA HOSPITAL","1010 SPRUCE STREET","","","ESPANOLA","NM","87532","RIO ARRIBA","5057537111","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"320013","HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS","1397 WEIMER ROAD","","","TAOS","NM","87571","TAOS","5757588883","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"320014","MIMBRES MEMORIAL HOSPITAL","900 W ASH","","","DEMING","NM","88031","LUNA","5755465803","Acute Care Hospitals","Proprietary","Yes"
"320016","GILA REGIONAL MEDICAL CENTER","1313 E 32ND ST","","","SILVER CITY","NM","88061","GRANT","5755384000","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"320017","LOVELACE WOMEN'S HOSPITAL","4701 MONTGOMERY BOULEVARD NE","","","ALBUQUERQUE","NM","87109","BERNALILLO","5057277805","Acute Care Hospitals","Government - State","Yes"
"320018","MEMORIAL MEDICAL CENTER INC","2450 SOUTH TELSHOR BLVD","","","LAS CRUCES","NM","88011","DONA ANA","5755228641","Acute Care Hospitals","Government - State","Yes"
"320021","PRESBYTERIAN HOSPITAL","1100 CENTRAL AVENUE SE","","","ALBUQUERQUE","NM","87106","BERNALILLO","5057247281","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"320022","PLAINS REGIONAL MEDICAL CENTER  CLOVIS","2100 MARTIN LUTHER KING, JR, BLVD","","","CLOVIS","NM","88101","CURRY","5757697155","Acute Care Hospitals","Government - Federal","Yes"
